strategy,total_days,mean_pnl,std_pnl,sharpe_like,total_pnl_sum,mean_rebate_share,mean_inventory_pnl,mean_turnover,mean_drawdown,win_days_ratio,worst_day_pnl,best_day_pnl,mean_long_ratio,mean_short_ratio,mean_position,mean_average_position,mean_number_of_trades,tail_risk_ratio,rebate_dependency_flag,directional_bias_flag,stability_flag
simple,31,634.2363986628517,282.7843262133596,2.242827271071321,19661.3283585484,1.4441862707112612,-286.6004999983884,184.16737973224767,-0.0013992853985006,0.967741935483871,-566.6795200026536,1141.754753053785,0.4907019354838711,0.5067935483870968,-0.0133788032258007,-0.0133788032258007,20329.41935483871,0.8934831258460931,True,False,True
inventory,31,643.8604330885587,161.04774583117688,3.9979475016279,19959.67342574532,1.7828876241148093,-261.8024516113788,181.1325769399875,-0.0005967524565496,1.0,159.29322429683816,893.992949458232,0.4914893548387096,0.5031725806451612,-0.0080874870967869,-0.0080874870967869,19878.25806451613,0.0,True,False,True
as,31,437.3945815951489,140.6169946198224,3.1105385432088486,13559.232029449617,0.8533393481807885,89.64595161292146,69.5497259964451,-0.0004829212372259,1.0,138.47454470062803,755.3132413998828,0.5291448387096773,0.4638464516129033,0.0317203870967671,0.0317203870967671,7636.935483870968,0.0,True,False,True
robust,31,532.0114725806343,205.74352977840783,2.5857992868773425,16492.355649999663,0.6158059788639938,210.4295430110107,64.31638591392449,-0.0002497416184698,1.0,181.85813592281195,1033.9354623707768,0.5180338709677419,0.4800387096774192,0.0222069532259064,0.0222069532259064,6065.870967741936,0.0,False,False,True
