strategy,mean_pnl,std_pnl,sharpe_like,win_days_ratio,total_pnl_sum,mean_rebate_share,mean_inventory_pnl,mean_turnover,mean_position,mean_long_ratio,mean_short_ratio,worst_day_pnl,best_day_pnl,tail_risk_ratio,params
simple,698.1120517907868,119.2227966628554,5.855524877217445,1.0,3490.560258953934,1.228798272745379,-143.9267999991579,168.40777035798925,0.054379160000065284,0.526336,0.470738,566.051830305485,890.766725391426,0.0,
inventory,695.6067319215072,87.65009124014074,7.936178069863128,1.0,3478.033659607536,1.1887960134860502,-130.67969999842666,165.25728638398715,0.03194074000228836,0.546398,0.44838199999999995,579.0391277089511,835.3366386924317,0.0,
as_default,480.729783878912,112.81018543657557,4.261404074627544,1.0,2403.64891939456,0.7145755052403053,139.5365999989503,68.23863677599245,-0.0382799599995198,0.47207600000000005,0.52137,343.33313734865806,684.7239654490695,0.0,
as_optimized,99.29326204125536,191.52812969609658,0.5184265214660998,0.4,496.46631020627683,2.4272878041674537,-57.435433333745706,31.345739075000076,0.6658626499999953,0.8317599999999998,0.1678,-75.44192158349324,425.50322619837243,0.7597889326281563,"{""alpha_to_position_scale"": 0.2, ""alpha_weight"": 0.5, ""base_spread"": 0.1, ""gamma"": 0.05, ""imbalance_weight"": 1.0, ""inv_weight"": 2.0, ""max_spread"": 5.0, ""min_spread"": 0.1, ""order_size"": 0.01, ""short_return_window"": 30, ""size_skew"": 1.5, ""tick_size"": 0.1, ""vol_threshold"": null, ""vol_weight"": 1.5, ""vol_window"": 100}"
