strategy,total_days,mean_pnl,std_pnl,sharpe_like,total_pnl_sum,mean_rebate_share,mean_inventory_pnl,mean_turnover,mean_drawdown,win_days_ratio,worst_day_pnl,best_day_pnl,mean_long_ratio,mean_short_ratio,mean_position,mean_average_position,mean_number_of_trades,tail_risk_ratio,rebate_dependency_flag,directional_bias_flag,stability_flag
simple,31,634.2363986628517,282.7843262133596,2.2428272710713215,19661.328358548402,1.4441862707112612,-286.60049999838833,184.16737973224772,-0.0013992853985006154,0.967741935483871,-566.6795200026536,1141.754753053785,0.4907019354838711,0.5067935483870968,-0.013378803225800784,-0.013378803225800784,20329.41935483871,0.8934831258460931,True,False,True
