strategy,total_days,mean_pnl,std_pnl,sharpe_like,total_pnl_sum,mean_rebate_share,mean_inventory_pnl,mean_turnover,mean_drawdown,win_days_ratio,worst_day_pnl,best_day_pnl,mean_long_ratio,mean_short_ratio,mean_position,mean_average_position,mean_number_of_trades,tail_risk_ratio,rebate_dependency_flag,directional_bias_flag,stability_flag
inventory,31,643.8604330885587,161.04774583117688,3.9979475016279,19959.67342574532,1.7828876241148093,-261.8024516113788,181.1325769399875,-0.0005967524565496097,1.0,159.29322429683816,893.992949458232,0.49148935483870965,0.5031725806451612,-0.008087487096786968,-0.008087487096786968,19878.25806451613,0.0,True,False,True
