strategy,total_days,mean_pnl,std_pnl,sharpe_like,total_pnl_sum,mean_rebate_share,mean_inventory_pnl,mean_turnover,mean_drawdown,win_days_ratio,worst_day_pnl,best_day_pnl,mean_long_ratio,mean_short_ratio,mean_position,mean_average_position,mean_number_of_trades,tail_risk_ratio,rebate_dependency_flag,directional_bias_flag,stability_flag
robust,31,532.0114725806343,205.74352977840783,2.5857992868773425,16492.355649999663,0.6158059788639938,210.4295430110107,64.31638591392449,-0.00024974161846987074,1.0,181.85813592281193,1033.9354623707768,0.5180338709677419,0.48003870967741924,0.022206953225906437,0.022206953225906437,6065.870967741936,0.0,False,False,True
